Sensor Type,Sensor Type Numeral,Pos X/ rho,Pos Y/ phi,drho,Timestamp,Ground_Truth_X,Ground_Truth_Y,Ground_Truth_Vx,Ground_Truth_Vy,Yaw,Yaw_Rate,VX_Calculated,VY_Calculated,Yaw_Calculated,Yaw_rate_Calculated
R,2,1.83E+01,2.63E-01,4.06E+00,1.48E+15,1.75E+01,5.45E+00,3.36E+00,3.64E+00,8.25E-01,4.32E-01,3.92E+00,1.06E+00,0.322926352,0.238122475
R,2,1.89E+01,3.27E-01,3.86E+00,1.48E+15,1.78E+01,5.82E+00,3.19E+00,3.77E+00,8.69E-01,4.41E-01,3.66E+00,1.24E+00,1.399065326,-0.607877657
R,2,1.94E+01,3.58E-01,4.08E+00,1.48E+15,1.81E+01,6.21E+00,3.02E+00,3.90E+00,9.13E-01,4.49E-01,3.82E+00,1.43E+00,1.213359927,0.852572493
R,2,1.97E+01,3.65E-01,3.88E+00,1.48E+15,1.84E+01,6.60E+00,2.83E+00,4.03E+00,9.58E-01,4.57E-01,3.62E+00,1.38E+00,0.789471821,0.22309011
R,2,2.02E+01,3.68E-01,4.11E+00,1.48E+15,1.87E+01,7.01E+00,2.64E+00,4.15E+00,1.00E+00,4.64E-01,3.83E+00,1.48E+00,0.485633263,0.418561647
R,2,2.00E+01,3.80E-01,3.51E+00,1.48E+15,1.90E+01,7.43E+00,2.44E+00,4.26E+00,1.05E+00,4.72E-01,3.26E+00,1.30E+00,-0.504515724,0.297946063
R,2,2.08E+01,3.78E-01,3.79E+00,1.48E+15,1.92E+01,7.86E+00,2.23E+00,4.36E+00,1.10E+00,4.79E-01,3.52E+00,1.40E+00,0.328044131,0.352934467
R,2,2.07E+01,4.06E-01,3.78E+00,1.48E+15,1.94E+01,8.30E+00,2.01E+00,4.45E+00,1.15E+00,4.85E-01,3.47E+00,1.49E+00,-1.008360238,-1.084723556
R,2,2.14E+01,4.02E-01,3.38E+00,1.48E+15,1.96E+01,8.75E+00,1.79E+00,4.54E+00,1.19E+00,4.92E-01,3.11E+00,1.32E+00,0.284289267,0.439784765
R,2,2.18E+01,4.51E-01,3.22E+00,1.48E+15,1.98E+01,9.21E+00,1.56E+00,4.61E+00,1.24E+00,4.98E-01,2.90E+00,1.40E+00,-1.505566196,-0.364282591
R,2,2.19E+01,4.62E-01,2.97E+00,1.48E+15,1.99E+01,9.68E+00,1.33E+00,4.68E+00,1.29E+00,5.03E-01,2.66E+00,1.32E+00,-1.508566761,0.321151226
R,2,2.24E+01,5.42E-01,3.37E+00,1.48E+15,2.00E+01,1.01E+01,1.09E+00,4.73E+00,1.34E+00,5.09E-01,2.89E+00,1.74E+00,-1.343673984,1.067286368
R,2,2.24E+01,5.02E-01,2.78E+00,1.48E+15,2.01E+01,1.06E+01,8.46E-01,4.78E+00,1.40E+00,5.14E-01,2.44E+00,1.34E+00,-1.048796327,0.727557396
R,2,2.30E+01,5.66E-01,3.02E+00,1.48E+15,2.02E+01,1.11E+01,5.98E-01,4.81E+00,1.45E+00,5.19E-01,2.55E+00,1.62E+00,-1.428334918,1.192433194
R,2,2.28E+01,5.67E-01,2.09E+00,1.48E+15,2.02E+01,1.16E+01,3.47E-01,4.83E+00,1.50E+00,5.23E-01,1.76E+00,1.12E+00,0.452496466,0.563752695
R,2,2.33E+01,5.40E-01,3.01E+00,1.48E+15,2.03E+01,1.21E+01,9.35E-02,4.83E+00,1.55E+00,5.27E-01,2.58E+00,1.55E+00,-0.340511396,0.478797764
R,2,2.36E+01,5.58E-01,1.96E+00,1.48E+15,2.03E+01,1.26E+01,-1.62E-01,4.82E+00,1.60E+00,5.31E-01,1.66E+00,1.04E+00,1.501916647,0.506424593
R,2,2.42E+01,5.30E-01,2.16E+00,1.48E+15,2.02E+01,1.30E+01,-4.17E-01,4.80E+00,1.66E+00,5.34E-01,1.86E+00,1.09E+00,-0.295899241,0.263201691
R,2,2.40E+01,5.98E-01,2.14E+00,1.48E+15,2.02E+01,1.35E+01,-6.73E-01,4.77E+00,1.71E+00,5.37E-01,1.77E+00,1.20E+00,-0.885402678,-0.870893064
R,2,2.44E+01,5.87E-01,1.75E+00,1.48E+15,2.01E+01,1.40E+01,-9.28E-01,4.72E+00,1.76E+00,5.40E-01,1.46E+00,9.69E-01,0.005300873,0.647304592
R,2,2.44E+01,6.32E-01,1.73E+00,1.48E+15,2.00E+01,1.45E+01,-1.18E+00,4.66E+00,1.82E+00,5.43E-01,1.40E+00,1.02E+00,-0.961296327,-0.711256132
R,2,2.45E+01,6.09E-01,1.71E+00,1.48E+15,1.99E+01,1.49E+01,-1.43E+00,4.59E+00,1.87E+00,5.45E-01,1.40E+00,9.78E-01,-0.774318333,-1.41836522
R,2,2.52E+01,6.54E-01,4.80E-01,1.48E+15,1.97E+01,1.54E+01,-1.68E+00,4.50E+00,1.93E+00,5.46E-01,3.81E-01,2.92E-01,-1.498522778,0.591453684
R,2,2.50E+01,6.48E-01,1.14E+00,1.48E+15,1.95E+01,1.58E+01,-1.92E+00,4.40E+00,1.98E+00,5.48E-01,9.09E-01,6.88E-01,1.296419787,0.643636475
R,2,2.50E+01,6.96E-01,1.21E+00,1.48E+15,1.93E+01,1.63E+01,-2.16E+00,4.29E+00,2.04E+00,5.49E-01,9.29E-01,7.76E-01,-0.898796327,1.350309381
R,2,2.53E+01,6.99E-01,7.23E-01,1.48E+15,1.91E+01,1.67E+01,-2.39E+00,4.16E+00,2.09E+00,5.50E-01,5.53E-01,4.65E-01,0.943890106,0.691546267
R,2,2.59E+01,7.55E-01,-6.12E-02,1.48E+15,1.88E+01,1.71E+01,-2.62E+00,4.02E+00,2.15E+00,5.50E-01,-4.46E-02,-4.19E-02,-1.240078272,0.703368536
R,2,2.54E+01,7.36E-01,1.06E+00,1.48E+15,1.86E+01,1.75E+01,-2.83E+00,3.87E+00,2.20E+00,5.50E-01,7.86E-01,7.12E-01,1.518101829,0.737037051
R,2,2.53E+01,7.63E-01,6.72E-01,1.48E+15,1.83E+01,1.79E+01,-3.04E+00,3.71E+00,2.26E+00,5.50E-01,4.86E-01,4.64E-01,-0.676228762,0.689306257
R,2,2.53E+01,7.63E-01,-9.29E-02,1.48E+15,1.80E+01,1.82E+01,-3.24E+00,3.54E+00,2.31E+00,5.49E-01,-6.71E-02,-6.42E-02,0,0.763
R,2,2.62E+01,7.66E-01,1.52E-01,1.48E+15,1.76E+01,1.86E+01,-3.43E+00,3.36E+00,2.37E+00,5.48E-01,1.10E-01,1.05E-01,0.850123536,0.764861985
R,2,2.54E+01,7.93E-01,-2.53E-01,1.48E+15,1.73E+01,1.89E+01,-3.61E+00,3.17E+00,2.42E+00,5.46E-01,-1.78E-01,-1.80E-01,0.063052068,0.782866858
R,2,2.60E+01,8.61E-01,-1.64E-01,1.48E+15,1.69E+01,1.92E+01,-3.78E+00,2.97E+00,2.48E+00,5.45E-01,-1.07E-01,-1.24E-01,-1.074396584,0.668964159
R,2,2.59E+01,8.96E-01,-5.30E-01,1.48E+15,1.65E+01,1.95E+01,-3.94E+00,2.76E+00,2.53E+00,5.43E-01,-3.31E-01,-4.14E-01,-0.58264728,0.911674273
R,2,2.46E+01,8.38E-01,-8.68E-01,1.48E+15,1.61E+01,1.98E+01,-4.09E+00,2.54E+00,2.58E+00,5.40E-01,-5.81E-01,-6.45E-01,-1.429620938,0.747590414
R,2,2.52E+01,8.69E-01,-4.22E-01,1.48E+15,1.57E+01,2.00E+01,-4.22E+00,2.32E+00,2.64E+00,5.37E-01,-2.72E-01,-3.22E-01,-1.378004649,0.808694578
R,2,2.57E+01,9.78E-01,-7.46E-01,1.48E+15,1.53E+01,2.02E+01,-4.34E+00,2.09E+00,2.69E+00,5.34E-01,-4.17E-01,-6.19E-01,-0.82545067,1.117685712
R,2,2.48E+01,9.34E-01,-1.05E+00,1.48E+15,1.48E+01,2.04E+01,-4.45E+00,1.86E+00,2.75E+00,5.31E-01,-6.24E-01,-8.44E-01,-1.295575151,0.82673025
R,2,2.52E+01,9.88E-01,-1.30E+00,1.48E+15,1.44E+01,2.06E+01,-4.55E+00,1.62E+00,2.80E+00,5.27E-01,-7.15E-01,-1.09E+00,-0.89778558,1.209609881
R,2,2.50E+01,9.86E-01,-1.50E+00,1.48E+15,1.39E+01,2.07E+01,-4.64E+00,1.38E+00,2.85E+00,5.23E-01,-8.28E-01,-1.25E+00,1.232919697,0.97300091
R,2,2.47E+01,9.76E-01,-2.01E+00,1.48E+15,1.35E+01,2.09E+01,-4.71E+00,1.14E+00,2.90E+00,5.19E-01,-1.13E+00,-1.66E+00,-1.468808369,0.946601522
R,2,2.50E+01,1.01E+00,-1.83E+00,1.48E+15,1.30E+01,2.10E+01,-4.77E+00,8.98E-01,2.96E+00,5.14E-01,-9.73E-01,-1.55E+00,-0.91895174,0.645054832
R,2,2.45E+01,1.08E+00,-2.03E+00,1.48E+15,1.25E+01,2.10E+01,-4.81E+00,6.53E-01,3.01E+00,5.09E-01,-9.57E-01,-1.79E+00,-0.244939312,-1.502310099
R,2,2.45E+01,1.04E+00,-2.24E+00,1.48E+15,1.20E+01,2.11E+01,-4.85E+00,4.09E-01,3.06E+00,5.03E-01,-1.13E+00,-1.93E+00,-0.510796327,0.673713207
R,2,2.37E+01,1.06E+00,-2.41E+00,1.48E+15,1.15E+01,2.11E+01,-4.87E+00,1.65E-01,3.11E+00,4.98E-01,-1.18E+00,-2.10E+00,0.507729557,1.317006987
R,2,2.31E+01,1.10E+00,-2.61E+00,1.48E+15,1.11E+01,2.11E+01,-4.88E+00,-7.66E-02,3.16E+00,4.92E-01,-1.18E+00,-2.33E+00,0.079183555,1.545299797
R,2,2.33E+01,1.16E+00,-2.32E+00,1.48E+15,1.06E+01,2.11E+01,-4.88E+00,-3.16E-01,3.21E+00,4.85E-01,-9.26E-01,-2.13E+00,-0.583455652,0.658262977
R,2,2.35E+01,1.13E+00,-2.70E+00,1.48E+15,1.01E+01,2.11E+01,-4.87E+00,-5.52E-01,3.25E+00,4.79E-01,-1.15E+00,-2.44E+00,-0.14826916,0.949362019
R,2,2.31E+01,1.15E+00,-2.35E+00,1.48E+15,9.59E+00,2.10E+01,-4.84E+00,-7.85E-01,3.30E+00,4.72E-01,-9.60E-01,-2.14E+00,0.278519935,0.996698515
R,2,2.31E+01,1.14E+00,-2.85E+00,1.48E+15,9.11E+00,2.09E+01,-4.81E+00,-1.01E+00,3.35E+00,4.64E-01,-1.19E+00,-2.59E+00,-0.425796327,1.093046361
R,2,2.23E+01,1.11E+00,-3.00E+00,1.48E+15,8.63E+00,2.08E+01,-4.77E+00,-1.24E+00,3.40E+00,4.57E-01,-1.33E+00,-2.69E+00,-1.311336326,0.59565024
R,2,2.21E+01,1.19E+00,-3.20E+00,1.48E+15,8.16E+00,2.07E+01,-4.71E+00,-1.46E+00,3.44E+00,4.49E-01,-1.19E+00,-2.97E+00,-0.308715475,-1.099198121
R,2,2.23E+01,1.19E+00,-3.51E+00,1.48E+15,7.69E+00,2.05E+01,-4.65E+00,-1.67E+00,3.49E+00,4.41E-01,-1.30E+00,-3.26E+00,1.19,1.19
R,2,2.13E+01,1.23E+00,-3.33E+00,1.48E+15,7.23E+00,2.03E+01,-4.58E+00,-1.87E+00,3.53E+00,4.32E-01,-1.11E+00,-3.14E+00,0.492805591,0.560065311
R,2,2.13E+01,1.24E+00,-3.36E+00,1.48E+15,6.77E+00,2.01E+01,-4.51E+00,-2.07E+00,3.57E+00,4.24E-01,-1.09E+00,-3.18E+00,-0.335796327,-1.066870315
R,2,2.13E+01,1.25E+00,-3.50E+00,1.48E+15,6.33E+00,1.99E+01,-4.43E+00,-2.27E+00,3.61E+00,4.15E-01,-1.10E+00,-3.32E+00,-0.325796327,1.485269199
R,2,2.02E+01,1.31E+00,-3.87E+00,1.48E+15,5.89E+00,1.97E+01,-4.34E+00,-2.45E+00,3.66E+00,4.06E-01,-9.98E-01,-3.74E+00,0.432697887,-1.32283149
R,2,1.99E+01,1.27E+00,-3.80E+00,1.48E+15,5.46E+00,1.94E+01,-4.24E+00,-2.63E+00,3.70E+00,3.96E-01,-1.13E+00,-3.63E+00,-0.638703122,-0.708845924
R,2,2.02E+01,1.28E+00,-3.51E+00,1.48E+15,5.04E+00,1.92E+01,-4.15E+00,-2.80E+00,3.74E+00,3.86E-01,-1.01E+00,-3.36E+00,-1.277433241,1.149625534
R,2,1.95E+01,1.36E+00,-3.99E+00,1.48E+15,4.63E+00,1.89E+01,-4.04E+00,-2.96E+00,3.77E+00,3.77E-01,-8.35E-01,-3.90E+00,0.164188768,-1.26275352
R,2,1.91E+01,1.32E+00,-3.64E+00,1.48E+15,4.23E+00,1.86E+01,-3.94E+00,-3.12E+00,3.81E+00,3.66E-01,-9.03E-01,-3.53E+00,-0.708791766,-1.390393067
R,2,1.91E+01,1.39E+00,-4.54E+00,1.48E+15,3.85E+00,1.82E+01,-3.83E+00,-3.27E+00,3.85E+00,3.56E-01,-8.16E-01,-4.47E+00,-0.215796327,-1.478486069
R,2,1.84E+01,1.34E+00,-3.74E+00,1.48E+15,3.47E+00,1.79E+01,-3.72E+00,-3.41E+00,3.88E+00,3.45E-01,-8.56E-01,-3.64E+00,-0.847060801,-1.523345266
R,2,1.81E+01,1.42E+00,-4.42E+00,1.48E+15,3.10E+00,1.76E+01,-3.61E+00,-3.54E+00,3.92E+00,3.34E-01,-6.64E-01,-4.37E+00,0.011757179,-1.313864504
R,2,1.74E+01,1.38E+00,-4.60E+00,1.48E+15,2.75E+00,1.72E+01,-3.49E+00,-3.66E+00,3.95E+00,3.23E-01,-8.72E-01,-4.52E+00,-0.949035744,0.613425286
R,2,1.71E+01,1.42E+00,-3.82E+00,1.48E+15,2.40E+00,1.68E+01,-3.38E+00,-3.78E+00,3.98E+00,3.12E-01,-5.74E-01,-3.78E+00,0.239282257,1.187338705
R,2,1.61E+01,1.47E+00,-3.95E+00,1.48E+15,2.07E+00,1.64E+01,-3.27E+00,-3.89E+00,4.01E+00,3.01E-01,-3.97E-01,-3.93E+00,0.752129764,-0.71548251
R,2,1.64E+01,1.46E+00,-4.00E+00,1.48E+15,1.75E+00,1.61E+01,-3.16E+00,-3.99E+00,4.04E+00,2.89E-01,-4.42E-01,-3.98E+00,0.968573757,0.793311224
R,2,1.56E+01,1.47E+00,-4.66E+00,1.48E+15,1.44E+00,1.57E+01,-3.05E+00,-4.09E+00,4.07E+00,2.77E-01,-4.69E-01,-4.64E+00,1.267602838,1.530512721
R,2,1.56E+01,1.52E+00,-4.27E+00,1.48E+15,1.14E+00,1.52E+01,-2.94E+00,-4.18E+00,4.10E+00,2.65E-01,-2.17E-01,-4.26E+00,-0.075796327,0.975005005
R,2,1.52E+01,1.50E+00,-4.04E+00,1.48E+15,8.54E-01,1.48E+01,-2.83E+00,-4.26E+00,4.13E+00,2.53E-01,-2.86E-01,-4.03E+00,-0.975397822,-1.284872201
R,2,1.43E+01,1.52E+00,-4.70E+00,1.48E+15,5.76E-01,1.44E+01,-2.73E+00,-4.34E+00,4.15E+00,2.40E-01,-2.39E-01,-4.69E+00,1.193247885,-1.499930101
R,2,1.40E+01,1.57E+00,-5.03E+00,1.48E+15,3.08E-01,1.40E+01,-2.63E+00,-4.41E+00,4.17E+00,2.28E-01,-4.01E-03,-5.03E+00,0.375176086,-0.961285529
R,2,1.36E+01,1.57E+00,-4.99E+00,1.48E+15,4.97E-02,1.35E+01,-2.53E+00,-4.47E+00,4.20E+00,2.15E-01,-3.97E-03,-4.99E+00,1.57,1.57
R,2,1.31E+01,1.59E+00,-4.46E+00,1.48E+15,-1.99E-01,1.31E+01,-2.44E+00,-4.53E+00,4.22E+00,2.02E-01,8.56E-02,-4.46E+00,1.089509935,1.403546608
R,2,1.24E+01,1.63E+00,-4.33E+00,1.48E+15,-4.39E-01,1.26E+01,-2.35E+00,-4.58E+00,4.24E+00,1.90E-01,2.56E-01,-4.32E+00,0.980291352,0.675872021
R,2,1.26E+01,1.65E+00,-4.43E+00,1.48E+15,-6.70E-01,1.21E+01,-2.27E+00,-4.63E+00,4.26E+00,1.77E-01,3.51E-01,-4.42E+00,-0.605521009,-0.782180041
R,2,1.17E+01,1.68E+00,-4.46E+00,1.48E+15,-8.93E-01,1.17E+01,-2.19E+00,-4.68E+00,4.27E+00,1.63E-01,4.86E-01,-4.43E+00,1.280164627,-0.127067942
R,2,1.10E+01,1.65E+00,-4.10E+00,1.48E+15,-1.11E+00,1.12E+01,-2.12E+00,-4.72E+00,4.29E+00,1.50E-01,3.24E-01,-4.09E+00,-1.02383151,-1.133967367
R,2,1.10E+01,1.69E+00,-4.76E+00,1.48E+15,-1.32E+00,1.07E+01,-2.05E+00,-4.75E+00,4.30E+00,1.37E-01,5.66E-01,-4.73E+00,0.099203673,-1.209260163
R,2,1.01E+01,1.73E+00,-4.76E+00,1.48E+15,-1.52E+00,1.03E+01,-1.99E+00,-4.78E+00,4.32E+00,1.23E-01,7.55E-01,-4.70E+00,1.27149832,0.139203673
R,2,1.01E+01,1.73E+00,-4.34E+00,1.48E+15,-1.72E+00,9.78E+00,-1.93E+00,-4.81E+00,4.33E+00,1.10E-01,6.88E-01,-4.29E+00,0,-1.411592654
R,2,9.64E+00,1.81E+00,-4.64E+00,1.48E+15,-1.91E+00,9.29E+00,-1.89E+00,-4.83E+00,4.34E+00,9.63E-02,1.10E+00,-4.51E+00,0.726478947,-0.496366449
R,2,9.34E+00,1.78E+00,-4.20E+00,1.48E+15,-2.09E+00,8.81E+00,-1.84E+00,-4.85E+00,4.35E+00,8.26E-02,8.72E-01,-4.11E+00,-0.587318335,-1.053864564
R,2,8.62E+00,1.88E+00,-4.31E+00,1.48E+15,-2.27E+00,8.32E+00,-1.80E+00,-4.87E+00,4.36E+00,6.89E-02,1.31E+00,-4.11E+00,0.934623195,0.006424955
R,2,8.82E+00,1.83E+00,-4.17E+00,1.48E+15,-2.45E+00,7.84E+00,-1.77E+00,-4.88E+00,4.36E+00,5.52E-02,1.07E+00,-4.03E+00,0.71420285,-0.299336336
R,2,8.01E+00,1.97E+00,-3.63E+00,1.48E+15,-2.63E+00,7.35E+00,-1.75E+00,-4.90E+00,4.37E+00,4.14E-02,1.41E+00,-3.34E+00,0.930760261,1.108259487
R,2,7.73E+00,1.94E+00,-4.03E+00,1.48E+15,-2.80E+00,6.86E+00,-1.73E+00,-4.90E+00,4.37E+00,2.76E-02,1.45E+00,-3.76E+00,-0.486014298,-1.466331451
R,2,6.87E+00,1.96E+00,-3.36E+00,1.48E+15,-2.98E+00,6.37E+00,-1.72E+00,-4.91E+00,4.38E+00,1.38E-02,1.27E+00,-3.11E+00,-1.359762277,-1.301450742
R,2,7.04E+00,2.09E+00,-3.62E+00,1.48E+15,-3.15E+00,5.88E+00,-1.71E+00,-4.91E+00,4.38E+00,-1.77E-16,1.80E+00,-3.14E+00,0.268607437,-0.065567937
R,2,6.10E+00,2.12E+00,-2.99E+00,1.48E+15,-3.32E+00,5.38E+00,-1.71E+00,-4.91E+00,4.38E+00,-1.38E-02,1.56E+00,-2.55E+00,-1.243294224,-1.192704723
R,2,6.02E+00,2.18E+00,-3.19E+00,1.48E+15,-3.49E+00,4.89E+00,-1.72E+00,-4.91E+00,4.37E+00,-2.76E-02,1.83E+00,-2.62E+00,0.795712001,-0.2439095
R,2,5.45E+00,2.27E+00,-2.36E+00,1.48E+15,-3.66E+00,4.40E+00,-1.74E+00,-4.90E+00,4.37E+00,-4.14E-02,1.52E+00,-1.81E+00,1.488804047,-1.209064633
R,2,5.78E+00,2.35E+00,-2.41E+00,1.48E+15,-3.84E+00,3.91E+00,-1.76E+00,-4.89E+00,4.37E+00,-5.52E-02,1.69E+00,-1.71E+00,0.105860619,0.483042962
R,2,5.75E+00,2.40E+00,-1.55E+00,1.48E+15,-4.02E+00,3.43E+00,-1.79E+00,-4.88E+00,4.36E+00,-6.89E-02,1.14E+00,-1.05E+00,0.907885187,-0.881228115
R,2,5.16E+00,2.55E+00,-1.03E+00,1.48E+15,-4.20E+00,2.94E+00,-1.82E+00,-4.86E+00,4.35E+00,-8.26E-02,8.55E-01,-5.74E-01,1.528028164,-1.023446047
R,2,5.00E+00,2.64E+00,-7.76E-01,1.48E+15,-4.38E+00,2.45E+00,-1.86E+00,-4.84E+00,4.35E+00,-9.63E-02,6.80E-01,-3.73E-01,1.36062903,-0.856455948
R,2,4.71E+00,2.72E+00,3.64E-01,1.48E+15,-4.57E+00,1.97E+00,-1.91E+00,-4.82E+00,4.34E+00,-1.10E-01,-3.32E-01,1.49E-01,-1.39128919,-0.4760555
R,2,5.18E+00,2.86E+00,8.71E-01,1.48E+15,-4.76E+00,1.49E+00,-1.96E+00,-4.79E+00,4.32E+00,-1.23E-01,-8.37E-01,2.42E-01,0.623541698,-0.182432968
R,2,5.11E+00,2.92E+00,1.07E+00,1.48E+15,-4.96E+00,1.01E+00,-2.02E+00,-4.76E+00,4.31E+00,-1.37E-01,-1.04E+00,2.35E-01,1.542125469,0.033154322
R,2,4.85E+00,3.10E+00,1.76E+00,1.48E+15,-5.17E+00,5.37E-01,-2.08E+00,-4.73E+00,4.30E+00,-1.50E-01,-1.76E+00,7.32E-02,-1.420809185,0.222901894
R,2,6.01E+00,3.19E+00,1.78E+00,1.48E+15,-5.38E+00,6.55E-02,-2.15E+00,-4.69E+00,4.28E+00,-1.63E-01,-1.78E+00,-8.61E-02,0.402375713,1.44939133
R,2,5.65E+00,-3.12E+00,2.51E+00,1.48E+15,-5.60E+00,-4.02E-01,-2.23E+00,-4.65E+00,4.27E+00,-1.77E-01,-2.51E+00,-5.42E-02,0.444700416,-0.043633369
R,2,5.36E+00,-3.01E+00,3.30E+00,1.48E+15,-5.82E+00,-8.65E-01,-2.31E+00,-4.61E+00,4.25E+00,-1.90E-01,-3.27E+00,-4.33E-01,-1.04796823,0.461317762
R,2,5.88E+00,-2.88E+00,3.26E+00,1.48E+15,-6.06E+00,-1.32E+00,-2.40E+00,-4.55E+00,4.23E+00,-2.02E-01,-3.15E+00,-8.43E-01,1.14949053,-1.280799773
R,2,6.36E+00,-2.86E+00,4.19E+00,1.48E+15,-6.30E+00,-1.78E+00,-2.49E+00,-4.50E+00,4.21E+00,-2.15E-01,-4.02E+00,-1.16E+00,0.521279616,0.351532135
R,2,7.32E+00,-2.84E+00,3.86E+00,1.48E+15,-6.56E+00,-2.22E+00,-2.58E+00,-4.44E+00,4.19E+00,-2.28E-01,-3.69E+00,-1.15E+00,0.433144346,0.052318499
R,2,7.63E+00,-2.78E+00,4.25E+00,1.48E+15,-6.82E+00,-2.66E+00,-2.68E+00,-4.37E+00,4.16E+00,-2.40E-01,-3.98E+00,-1.50E+00,1.297738675,0.889496566
R,2,7.83E+00,-2.72E+00,4.17E+00,1.48E+15,-7.09E+00,-3.10E+00,-2.78E+00,-4.30E+00,4.14E+00,-2.53E-01,-3.80E+00,-1.71E+00,1.555370551,-0.872577732
R,2,8.78E+00,-2.66E+00,4.42E+00,1.48E+15,-7.38E+00,-3.52E+00,-2.88E+00,-4.22E+00,4.11E+00,-2.65E-01,-3.92E+00,-2.05E+00,0.93479169,1.252306053
R,2,8.47E+00,-2.67E+00,4.65E+00,1.48E+15,-7.67E+00,-3.94E+00,-2.99E+00,-4.13E+00,4.09E+00,-2.77E-01,-4.14E+00,-2.11E+00,0.747957543,0.281914374
R,2,9.29E+00,-2.63E+00,4.65E+00,1.48E+15,-7.97E+00,-4.35E+00,-3.10E+00,-4.04E+00,4.06E+00,-2.89E-01,-4.05E+00,-2.28E+00,0.900412217,-1.079203673
R,2,9.80E+00,-2.61E+00,4.32E+00,1.48E+15,-8.29E+00,-4.75E+00,-3.21E+00,-3.94E+00,4.03E+00,-3.01E-01,-3.72E+00,-2.19E+00,0.879772467,0.256178516
R,2,9.80E+00,-2.63E+00,4.40E+00,1.48E+15,-8.62E+00,-5.14E+00,-3.32E+00,-3.83E+00,4.00E+00,-3.12E-01,-3.84E+00,-2.15E+00,-1.049203673,-0.306857728
R,2,1.07E+01,-2.58E+00,4.70E+00,1.48E+15,-8.95E+00,-5.51E+00,-3.43E+00,-3.72E+00,3.97E+00,-3.23E-01,-3.98E+00,-2.50E+00,1.054331366,1.185506119
R,2,1.04E+01,-2.59E+00,4.47E+00,1.48E+15,-9.30E+00,-5.88E+00,-3.55E+00,-3.60E+00,3.93E+00,-3.34E-01,-3.81E+00,-2.34E+00,0.89475409,0.753362642
R,2,1.17E+01,-2.56E+00,4.73E+00,1.48E+15,-9.66E+00,-6.23E+00,-3.66E+00,-3.47E+00,3.90E+00,-3.45E-01,-3.95E+00,-2.60E+00,0.816289593,1.054582642
R,2,1.24E+01,-2.60E+00,5.09E+00,1.48E+15,-1.00E+01,-6.57E+00,-3.77E+00,-3.33E+00,3.87E+00,-3.56E-01,-4.36E+00,-2.62E+00,-0.041484165,0.062112023
R,2,1.22E+01,-2.56E+00,5.05E+00,1.48E+15,-1.04E+01,-6.90E+00,-3.88E+00,-3.19E+00,3.83E+00,-3.66E-01,-4.22E+00,-2.77E+00,-0.623149465,-0.814489968
R,2,1.29E+01,-2.58E+00,5.09E+00,1.48E+15,-1.08E+01,-7.21E+00,-3.99E+00,-3.04E+00,3.79E+00,-3.77E-01,-4.31E+00,-2.71E+00,0.227291727,-0.623478656
R,2,1.32E+01,-2.55E+00,4.90E+00,1.48E+15,-1.12E+01,-7.51E+00,-4.09E+00,-2.88E+00,3.76E+00,-3.86E-01,-4.07E+00,-2.73E+00,1.493583819,-0.0912467
R,2,1.36E+01,-2.56E+00,4.89E+00,1.48E+15,-1.16E+01,-7.79E+00,-4.19E+00,-2.71E+00,3.72E+00,-3.96E-01,-4.09E+00,-2.69E+00,0.26334034,-1.185719263
R,2,1.43E+01,-2.56E+00,4.50E+00,1.48E+15,-1.21E+01,-8.05E+00,-4.29E+00,-2.54E+00,3.68E+00,-4.06E-01,-3.76E+00,-2.47E+00,0.581592654,0.581592654
R,2,1.48E+01,-2.57E+00,5.28E+00,1.48E+15,-1.25E+01,-8.30E+00,-4.38E+00,-2.36E+00,3.64E+00,-4.15E-01,-4.44E+00,-2.86E+00,0.293410819,0.513981766
R,2,1.52E+01,-2.57E+00,4.47E+00,1.48E+15,-1.29E+01,-8.52E+00,-4.46E+00,-2.17E+00,3.59E+00,-4.24E-01,-3.76E+00,-2.42E+00,0.571592654,0.571592654
R,2,1.62E+01,-2.59E+00,5.02E+00,1.48E+15,-1.34E+01,-8.73E+00,-4.54E+00,-1.97E+00,3.55E+00,-4.32E-01,-4.28E+00,-2.63E+00,0.257332294,0.390723999
R,2,1.59E+01,-2.60E+00,4.29E+00,1.48E+15,-1.38E+01,-8.92E+00,-4.62E+00,-1.77E+00,3.51E+00,-4.41E-01,-3.68E+00,-2.21E+00,1.037850126,0.610274085
R,2,1.69E+01,-2.60E+00,5.13E+00,1.48E+15,-1.43E+01,-9.08E+00,-4.68E+00,-1.56E+00,3.46E+00,-4.49E-01,-4.40E+00,-2.64E+00,0.541592654,0.541592654
R,2,1.73E+01,-2.57E+00,4.59E+00,1.48E+15,-1.48E+01,-9.23E+00,-4.74E+00,-1.35E+00,3.42E+00,-4.57E-01,-3.86E+00,-2.48E+00,1.465168754,0.292861943
R,2,1.84E+01,-2.59E+00,4.69E+00,1.48E+15,-1.53E+01,-9.35E+00,-4.78E+00,-1.13E+00,3.37E+00,-4.64E-01,-3.99E+00,-2.46E+00,0.247762143,-0.186495078
R,2,1.85E+01,-2.61E+00,4.29E+00,1.48E+15,-1.57E+01,-9.45E+00,-4.82E+00,-8.99E-01,3.33E+00,-4.72E-01,-3.70E+00,-2.17E+00,-0.764565911,0.762438262
